State,Date,Total,Year,Month,Week,Quarter,Lag_1,Lag_7,Lag_30,Rolling_Mean_4,Rolling_Std_4,Is_US_Holiday,Is_Indian_Holiday
Alabama,2019-08-11,110419613.42222224,2019,8,32,3,112755503.04444444,126770840.77777778,109574036.0,113923447.85555556,3015620.535148302,0,0
Alabama,2019-08-18,108083723.8,2019,8,33,3,110419613.42222224,124434951.15555556,109864599.08888888,111587558.23333335,3015620.535148256,0,0
Alabama,2019-08-25,123912658.15,2019,8,34,3,108083723.8,122099061.53333332,110155162.17777778,113792874.60416667,7010930.81489581,0,0
Alabama,2019-09-01,139741592.5,2019,9,35,3,123912658.15,119763171.91111112,110445725.26666668,120539396.96805556,14579174.84327764,0,0
Alabama,2019-09-08,155570526.85,2019,9,36,3,139741592.5,117427282.28888889,110736288.35555556,131827125.32499999,20435066.375253554,0,0
Alabama,2019-09-15,171399461.2,2019,9,37,3,155570526.85,115091392.66666669,111026851.44444443,147656059.675,20435066.37525362,0,0
Alabama,2019-09-22,187228395.55,2019,9,38,3,171399461.2,112755503.04444444,111317414.53333332,163484994.025,20435066.375253707,0,0
Alabama,2019-09-29,203057329.9,2019,9,39,3,187228395.55,110419613.42222224,111607977.6222222,179313928.375,20435066.375253785,0,0
Alabama,2019-10-06,218886264.25,2019,10,40,4,203057329.9,108083723.8,111898540.71111111,195142862.725,20435066.375253845,0,0
Alabama,2019-10-13,234715198.6,2019,10,41,4,218886264.25,123912658.15,112189103.8,210971797.07500002,20435066.375253905,0,0
Alabama,2019-10-20,116218908.9,2019,10,42,4,234715198.6,139741592.5,113490459.6923077,193219425.4125,52935651.86852064,0,0
Alabama,2019-10-27,109968010.6,2019,10,43,4,116218908.9,155570526.85,114791815.58461538,169947095.5875,66015548.87014387,0,0
Alabama,2019-11-03,109664143.73333332,2019,11,44,4,109968010.6,171399461.2,116093171.47692308,142641565.4583333,61456711.676363125,0,0
Alabama,2019-11-10,109360276.86666666,2019,11,45,4,109664143.73333332,187228395.55,117394527.36923076,111302835.02499999,3286760.306538854,0,0
Alabama,2019-11-17,109056410.0,2019,11,46,4,109360276.86666666,203057329.9,118695883.26153846,109512210.3,392290.43801766273,0,0
Alabama,2019-11-24,113040422.1,2019,11,47,4,109056410.0,218886264.25,119997239.15384616,110280313.175,1856723.9831781585,0,0
Alabama,2019-12-01,111536433.53333332,2019,12,48,4,113040422.1,234715198.6,121298595.04615384,110748385.625,1885389.2744918598,0,0
Alabama,2019-12-08,110032444.96666668,2019,12,49,4,111536433.53333332,116218908.9,122599950.93846154,110916427.64999999,1745169.5965087512,0,0
Alabama,2019-12-15,108528456.4,2019,12,50,4,110032444.96666668,109968010.6,123901306.83076924,110784439.25,1941640.8905281,0,0
Alabama,2019-12-22,116541575.0,2019,12,51,4,108528456.4,109664143.73333332,125202662.72307692,111659727.47500001,3478531.4698615847,0,0
Alabama,2019-12-29,106949922.2,2019,12,52,4,116541575.0,109360276.86666666,126504018.61538462,110513099.64166667,4211436.268864374,0,0
Alabama,2020-01-05,116651493.0,2020,1,1,1,106949922.2,109056410.0,127805374.5076923,112167861.65,5154431.143144634,0,0
Alabama,2020-01-12,120522113.9,2020,1,2,1,116651493.0,113040422.1,129106730.4,115166276.025,5781890.87451317,0,0
Alabama,2020-01-19,105904865.6,2020,1,3,1,120522113.9,111536433.53333332,126770840.77777778,112507098.675,7208517.307763665,0,0
Alabama,2020-01-26,106265736.6,2020,1,4,1,105904865.6,110032444.96666668,124434951.15555556,112336052.275,7390163.0117819,0,0
Alabama,2020-02-02,108358279.6,2020,2,5,1,106265736.6,108528456.4,122099061.53333332,110262748.925,6924565.63500869,0,0
Alabama,2020-02-09,131945461.1,2020,2,6,1,108358279.6,116541575.0,119763171.91111112,113118585.725,12597765.01290779,0,0
Alabama,2020-02-16,107397612.3,2020,2,7,1,131945461.1,106949922.2,117427282.28888889,113491772.39999999,12332149.794628495,0,0
Alabama,2020-02-23,107801054.3,2020,2,8,1,107397612.3,116651493.0,115091392.66666669,113875601.825,12053009.785557989,0,0
Alabama,2020-03-01,117933592.6,2020,3,9,1,107801054.3,120522113.9,112755503.04444444,116269430.07499999,11531549.830873922,0,0
Alabama,2020-03-08,128066130.9,2020,3,10,1,117933592.6,105904865.6,110419613.42222224,115299597.52499999,9808020.960136317,0,0
Alabama,2020-03-15,132632134.0,2020,3,11,1,128066130.9,106265736.6,108083723.8,121608227.95,11066044.223472811,0,0
Alabama,2020-03-22,127145065.2,2020,3,12,1,132632134.0,108358279.6,123912658.15,126444230.675,6160163.346710709,0,0
Alabama,2020-03-29,116657084.0,2020,3,13,1,127145065.2,131945461.1,139741592.5,126125103.525,6752598.226296038,0,0
Alabama,2020-04-05,125185357.0,2020,4,14,2,116657084.0,107397612.3,155570526.85,125404910.05,6629066.553503808,0,0
Alabama,2020-04-12,133713630.0,2020,4,15,2,125185357.0,107801054.3,171399461.2,125675284.05,7031908.771140287,0,0
Alabama,2020-04-19,117742073.2,2020,4,16,2,133713630.0,117933592.6,187228395.55,123324536.05000001,7895457.259727773,0,0
Alabama,2020-04-26,118114595.0,2020,4,17,2,117742073.2,128066130.9,203057329.9,123688913.80000001,7509376.812741295,0,0
Alabama,2020-05-03,104239954.2,2020,5,18,2,118114595.0,132632134.0,218886264.25,118452563.10000001,12048754.19570077,0,0
Alabama,2020-05-10,261674212.40000004,2020,5,19,2,104239954.2,127145065.2,234715198.6,150442708.70000002,74434715.10044758,0,0
Alabama,2020-05-17,130340051.0,2020,5,20,2,261674212.40000004,116657084.0,116218908.9,153592203.15,72839294.47670303,0,0
Alabama,2020-05-24,134708618.7,2020,5,21,2,130340051.0,125185357.0,109968010.6,157740709.075,70582757.89357218,0,0
Alabama,2020-05-31,129887876.9,2020,5,22,2,134708618.7,133713630.0,109664143.73333332,164152689.75,65050679.31711774,0,0
Alabama,2020-06-07,257650038.8,2020,6,23,2,129887876.9,117742073.2,109360276.86666666,163146646.35,63039752.12770591,0,0
Alabama,2020-06-14,385412200.7,2020,6,24,2,257650038.8,118114595.0,109056410.0,226914683.775,121081631.70478174,0,0
Alabama,2020-06-21,133712552.3,2020,6,25,2,385412200.7,104239954.2,113040422.1,226665667.175,121335231.8258207,0,0
Alabama,2020-06-28,132320128.4,2020,6,26,2,133712552.3,261674212.40000004,111536433.53333332,227273730.05,120692966.49083063,0,0
Alabama,2020-07-05,132312334.6,2020,7,27,3,132320128.4,130340051.0,110032444.96666668,195939304.0,126316979.52647348,0,0
Alabama,2020-07-12,132304540.8,2020,7,28,3,132312334.6,134708618.7,108528456.4,132662389.025,700137.7702962189,0,0
Alabama,2020-07-19,133548791.3,2020,7,29,3,132304540.8,129887876.9,116541575.0,132621448.77499999,618261.1004185427,0,0
Alabama,2020-07-26,132657648.5,2020,7,30,3,133548791.3,257650038.8,106949922.2,132705828.8,585598.514938994,0,0
Alabama,2020-08-02,126049741.45,2020,8,31,3,132657648.5,385412200.7,116651493.0,131140180.51249999,3433774.393039638,0,0
Alabama,2020-08-09,119441834.4,2020,8,32,3,126049741.45,133712552.3,120522113.9,127924503.91250001,6570278.600193129,0,0
Alabama,2020-08-16,258783177.5,2020,8,33,3,119441834.4,132320128.4,105904865.6,159233100.4625,66585665.76321685,0,0
Alabama,2020-08-23,131642694.8,2020,8,34,3,258783177.5,132312334.6,106265736.6,158979362.0375,66722487.3643296,0,0
Alabama,2020-08-30,128713002.0,2020,8,35,3,131642694.8,132304540.8,108358279.6,159645177.17499998,66296280.33543296,0,0
Alabama,2020-09-06,109022481.6,2020,9,36,3,128713002.0,133548791.3,131945461.1,157040338.975,68568209.75676996,0,0
Alabama,2020-09-13,272214323.0,2020,9,37,3,109022481.6,132657648.5,107397612.3,160398125.35,75217774.17483938,0,0
Alabama,2020-09-20,129079259.8,2020,9,38,3,272214323.0,126049741.45,107801054.3,159757266.6,75554603.67382143,0,0
Alabama,2020-09-27,127614100.1,2020,9,39,3,129079259.8,119441834.4,117933592.6,159482541.125,75706955.42830515,0,0
Alabama,2020-10-04,127760093.55,2020,10,40,4,127614100.1,258783177.5,128066130.9,164166944.1125,72034600.1311292,0,0
Alabama,2020-10-11,127906087.0,2020,10,41,4,127760093.55,131642694.8,132632134.0,128089885.1125,670268.0735450466,0,0
Alabama,2020-10-18,122464549.6,2020,10,42,4,127906087.0,128713002.0,127145065.2,126436207.5625,2650453.8900392107,0,0
Alabama,2020-10-25,121301024.5,2020,10,43,4,122464549.6,109022481.6,116657084.0,124857938.6625,3468604.9473494184,0,0
Alabama,2020-11-01,162920025.73333332,2020,11,44,4,121301024.5,272214323.0,125185357.0,133647921.70833333,19725942.49759138,0,0
Alabama,2020-11-08,204539026.96666664,2020,11,45,4,162920025.73333332,129079259.8,133713630.0,152806156.7,39546456.601493604,0,0
Alabama,2020-11-15,246158028.2,2020,11,46,4,204539026.96666664,127614100.1,117742073.2,183729526.34999996,53729899.55416213,0,0
Alabama,2020-11-22,124645965.4,2020,11,47,4,246158028.2,127760093.55,118114595.0,184565761.575,52445077.59612858,0,0
Alabama,2020-11-29,118491656.0,2020,11,48,4,124645965.4,127906087.0,104239954.2,173458669.14166665,62330404.646823905,0,0
Alabama,2020-12-06,226223807.3,2020,12,49,4,118491656.0,122464549.6,261674212.40000004,178879864.225,66722939.004318856,0,0
Alabama,2020-12-13,246302484.1,2020,12,50,4,226223807.3,121301024.5,130340051.0,178915978.2,66771513.0730842,0,0
Alabama,2020-12-20,122244235.9,2020,12,51,4,246302484.1,162920025.73333332,134708618.7,178315545.82500002,67429753.28459689,0,0
Alabama,2020-12-27,115522663.3,2020,12,52,4,122244235.9,204539026.96666664,129887876.9,177573297.65,68318273.43802038,0,0
Alabama,2021-01-03,130809380.5,2021,1,53,1,115522663.3,246158028.2,257650038.8,153719690.95,62038088.043476745,0,0
Alabama,2021-01-10,146096097.7,2021,1,1,1,130809380.5,124645965.4,385412200.7,128668094.35,13195816.534287488,0,0
Alabama,2021-01-17,115816663.9,2021,1,2,1,146096097.7,118491656.0,133712552.3,127061201.35,14559688.74199672,0,0
Alabama,2021-01-24,113870547.8,2021,1,3,1,115816663.9,226223807.3,132320128.4,126648172.475,15012513.870434586,0,0
Alabama,2021-01-31,115802737.5,2021,1,4,1,113870547.8,246302484.1,132312334.6,122896511.725,15493382.374067917,0,0
Alabama,2021-02-07,134697460.0,2021,2,5,1,115802737.5,122244235.9,132304540.8,120046852.3,9809757.85618715,0,0
Alabama,2021-02-14,115644582.4,2021,2,6,1,134697460.0,115522663.3,133548791.3,120003831.92499998,9834838.262580756,0,0
Alabama,2021-02-21,112186374.5,2021,2,7,1,115644582.4,130809380.5,132657648.5,119582788.6,10213691.586313104,0,0
Alabama,2021-02-28,124158003.4,2021,2,8,1,112186374.5,146096097.7,126049741.45,121671605.075,10035763.956032008,0,0
Alabama,2021-03-07,115331048.0,2021,3,9,1,124158003.4,115816663.9,119441834.4,116830002.075,5128838.841925085,0,0
Alabama,2021-03-14,347176075.29999995,2021,3,10,1,115331048.0,113870547.8,258783177.5,174712875.29999998,115087090.41829273,0,0
Alabama,2021-03-21,138119750.0,2021,3,11,1,347176075.29999995,115802737.5,131642694.8,181196219.17499998,111050249.38973643,0,0
Alabama,2021-03-28,124801755.5,2021,3,12,1,138119750.0,134697460.0,128713002.0,181357157.2,110940445.7937859,0,0
Alabama,2021-04-04,131843894.8,2021,4,13,2,124801755.5,115644582.4,109022481.6,185485368.89999998,107930988.85987705,0,0
Alabama,2021-04-11,150209238.5,2021,4,14,2,131843894.8,112186374.5,272214323.0,136243659.7,10783200.034158552,0,0
Alabama,2021-04-18,126192681.6,2021,4,15,2,150209238.5,124158003.4,129079259.8,133261892.6,11701437.44344236,0,0
Alabama,2021-04-25,127348327.7,2021,4,16,2,126192681.6,115331048.0,127614100.1,133898535.65,11143697.580720197,0,0
Alabama,2021-05-02,138120530.65,2021,5,17,2,127348327.7,347176075.29999995,127760093.55,135467694.6125,11199711.91103903,0,0
Alabama,2021-05-09,148892733.6,2021,5,18,2,138120530.65,138119750.0,127906087.0,135138568.3875,10626788.477109527,0,0
Alabama,2021-05-16,316063089.1,2021,5,19,2,148892733.6,124801755.5,122464549.6,182606170.2625,89404970.58066884,0,0
Alabama,2021-05-23,140446890.20000002,2021,5,20,2,316063089.1,131843894.8,121301024.5,185880810.88750002,86911504.68421973,0,0
Alabama,2021-05-30,139935910.6,2021,5,21,2,140446890.20000002,150209238.5,162920025.73333332,186334655.875,86583090.21280949,0,0
Alabama,2021-06-06,140893518.3,2021,6,22,2,139935910.6,126192681.6,204539026.96666664,184334852.05,87819696.18012334,0,0
Alabama,2021-06-13,137083191.8,2021,6,23,2,140893518.3,127348327.7,246158028.2,139589877.72500002,1716310.2097489948,0,0
Alabama,2021-06-20,144489981.4,2021,6,24,2,137083191.8,138120530.65,124645965.4,140600650.525,3056526.418383597,0,0
Alabama,2021-06-27,140720825.5,2021,6,25,2,144489981.4,148892733.6,118491656.0,140796879.25,3024654.318843589,0,0
Alabama,2021-07-04,243751207.0,2021,7,26,3,140720825.5,316063089.1,226223807.3,166511301.425,51581985.981598355,0,0
Alabama,2021-07-11,184678476.5,2021,7,27,3,243751207.0,140446890.20000002,246302484.1,178410122.6,47888094.08786144,0,0
Alabama,2021-07-18,143840884.1,2021,7,28,3,184678476.5,139935910.6,122244235.9,178247848.275,48042202.30075268,0,0
Alabama,2021-07-25,143718288.10000002,2021,7,29,3,143840884.1,140893518.3,115522663.3,178997213.925,47279052.78850002,0,0
Alabama,2021-08-01,147757455.35000002,2021,8,30,3,143718288.10000002,137083191.8,130809380.5,154998776.01250002,19875188.09504253,0,0
Alabama,2021-08-08,151796622.6,2021,8,31,3,147757455.35000002,144489981.4,146096097.7,146778312.53750002,3835552.6292046234,0,0
Alabama,2021-08-15,149096387.5,2021,8,32,3,151796622.6,140720825.5,115816663.9,148092188.38750002,3365228.9978384958,0,0
Alabama,2021-08-22,142623393.4,2021,8,33,3,149096387.5,243751207.0,113870547.8,147818464.7125,3849299.28311503,0,0
Alabama,2021-08-29,140962322.6,2021,8,34,3,142623393.4,184678476.5,115802737.5,146119681.525,5161098.725559666,0,0
Alabama,2021-09-05,136554063.70000002,2021,9,35,3,140962322.6,143840884.1,134697460.0,142309041.8,5199368.683306999,0,0
Alabama,2021-09-12,135175990.35000002,2021,9,36,3,136554063.70000002,143718288.10000002,115644582.4,138828942.5125,3534039.296539875,0,0
Alabama,2021-09-19,133797917.0,2021,9,37,3,135175990.35000002,147757455.35000002,112186374.5,136622573.41250002,3104266.042964072,0,0
Alabama,2021-09-26,133378009.3,2021,9,38,3,133797917.0,151796622.6,124158003.4,134726495.0875,1440222.69204857,0,0
Alabama,2021-10-03,117780959.3,2021,10,39,4,133378009.3,149096387.5,115331048.0,130033218.98750001,8204196.8547972385,0,0
Alabama,2021-10-10,198855812.3,2021,10,40,4,117780959.3,142623393.4,347176075.29999995,145953174.475,36047412.57553123,0,0
Alabama,2021-10-17,195850754.5,2021,10,41,4,198855812.3,140962322.6,138119750.0,161466383.85,41942927.12639044,0,0
Alabama,2021-10-24,189687421.9,2021,10,42,4,195850754.5,136554063.70000002,124801755.5,175543737.0,38697158.05546237,0,0
Alabama,2021-10-31,189048084.9,2021,10,43,4,189687421.9,135175990.35000002,131843894.8,193360518.4,4778013.934380175,0,0
Alabama,2021-11-07,263789755.2,2021,11,44,4,189048084.9,133797917.0,150209238.5,209594004.125,36260461.28369662,0,0
Alabama,2021-11-14,184911321.4,2021,11,45,4,263789755.2,133378009.3,126192681.6,206859145.85,38012731.527870975,0,0
Alabama,2021-11-21,190608740.7,2021,11,46,4,184911321.4,117780959.3,127348327.7,207089475.55,37876547.852513894,0,0
Alabama,2021-11-28,177133617.3,2021,11,47,4,190608740.7,198855812.3,138120530.65,204110858.65,40167448.1142448,0,0
Alabama,2021-12-05,250598852.1,2021,12,48,4,177133617.3,195850754.5,148892733.6,200813132.875,33646864.75966167,0,0
Alabama,2021-12-12,324064086.9,2021,12,49,4,250598852.1,189687421.9,316063089.1,235601324.25,67065618.48363298,0,0
Alabama,2021-12-19,189045386.7,2021,12,50,4,324064086.9,189048084.9,140446890.20000002,235210485.75,67418848.19420575,0,0
Alabama,2021-12-26,183210806.4,2021,12,51,4,189045386.7,263789755.2,139935910.6,236729783.025,65720910.47808403,0,0
Alabama,2022-01-02,195593454.65,2022,1,52,1,183210806.4,184911321.4,140893518.3,222978433.6625,67579982.78636356,0,0
Alabama,2022-01-09,207976102.9,2022,1,1,1,195593454.65,190608740.7,137083191.8,193956437.6625,10627289.569387786,0,0
Alabama,2022-01-16,180918293.4,2022,1,2,1,207976102.9,177133617.3,144489981.4,191924664.33750004,12492400.672030123,0,0
Alabama,2022-01-23,177754218.7,2022,1,3,1,180918293.4,250598852.1,140720825.5,190560517.4125,13971481.020637216,0,0
Alabama,2022-01-30,179630072.6,2022,1,4,1,177754218.7,324064086.9,243751207.0,186569671.9,14329964.185510037,0,0
Alabama,2022-02-06,179002838.5,2022,2,5,1,179630072.6,189045386.7,184678476.5,179326355.8,1316914.03433791,0,0
Alabama,2022-02-13,399817589.1,2022,2,6,1,179002838.5,183210806.4,143840884.1,234051179.72500002,110513690.05703218,0,0
Alabama,2022-02-20,178404182.10000002,2022,2,7,1,399817589.1,195593454.65,143718288.10000002,234213670.575,110403746.88838896,0,0
Alabama,2022-02-27,192108735.0,2022,2,8,1,178404182.10000002,207976102.9,147757455.35000002,237333336.175,108507279.56999253,0,0
Alabama,2022-03-06,200427369.5,2022,3,9,1,192108735.0,180918293.4,151796622.6,242689468.925,105144884.07922676,0,0
Alabama,2022-03-13,421024034.6,2022,3,10,1,200427369.5,177754218.7,149096387.5,247991080.3,115712118.02886453,0,0
Alabama,2022-03-20,194303302.9,2022,3,11,1,421024034.6,179630072.6,142623393.4,251965860.50000003,112760407.21618438,0,0
Alabama,2022-03-27,195635388.9,2022,3,12,1,194303302.9,179002838.5,140962322.6,252847523.97500002,112148510.97585177,0,0
Alabama,2022-04-03,211697500.0,2022,4,13,2,195635388.9,399817589.1,136554063.70000002,255665056.60000002,110522340.81833214,0,0
Alabama,2022-04-10,227759611.1,2022,4,14,2,211697500.0,178404182.10000002,135175990.35000002,207348950.72500002,15736384.543924356,0,0
Alabama,2022-04-17,391833516.1,2022,4,15,2,227759611.1,192108735.0,133797917.0,256731504.02500004,91017802.37635237,0,0
Alabama,2022-04-24,197876829.3,2022,4,16,2,391833516.1,200427369.5,133378009.3,257291864.125,90521825.15488334,0,0
Alabama,2022-05-01,203794005.45,2022,5,17,2,197876829.3,421024034.6,117780959.3,255315990.4875,91924173.5062755,0,0
Alabama,2022-05-08,209711181.6,2022,5,18,2,203794005.45,194303302.9,198855812.3,250803883.11250004,94143806.8795092,0,0
Alabama,2022-05-15,208193476.8,2022,5,19,2,209711181.6,195635388.9,195850754.5,204893873.28750002,5308560.956916813,0,0
Alabama,2022-05-22,219547509.4,2022,5,20,2,208193476.8,211697500.0,189687421.9,210311543.31250006,6649010.184376629,0,0
Alabama,2022-05-29,212449962.2,2022,5,21,2,219547509.4,227759611.1,189048084.9,212475532.50000003,5032929.830316311,0,0
Alabama,2022-06-05,382887752.8,2022,6,22,2,212449962.2,391833516.1,263789755.2,255769675.3,84874698.10758476,0,0
Alabama,2022-06-12,197814663.4,2022,6,23,2,382887752.8,197876829.3,184911321.4,253174971.95000005,86947305.7571475,0,0
Alabama,2022-06-19,220358695.3,2022,6,24,2,197814663.4,203794005.45,190608740.7,253377768.425,86843612.7093933,0,0
Alabama,2022-06-26,220100179.0,2022,6,25,2,220358695.3,209711181.6,177133617.3,255290322.62500003,85718765.71388023,0,0
Alabama,2022-07-03,223454856.75,2022,7,26,3,220100179.0,208193476.8,250598852.1,215432098.6125,11843437.015565071,0,0
Alabama,2022-07-10,226809534.5,2022,7,27,3,223454856.75,219547509.4,324064086.9,222680816.38750002,3146288.151993012,0,0
Alabama,2022-07-17,212769922.8,2022,7,28,3,226809534.5,212449962.2,189045386.7,220783623.26250005,6003709.568526768,0,0
Alabama,2022-07-24,215436685.6,2022,7,29,3,212769922.8,382887752.8,183210806.4,219617749.91250002,6603513.947977851,0,0
Alabama,2022-07-31,221654891.4,2022,7,30,3,215436685.6,197814663.4,195593454.65,219167758.57500005,6309669.22339087,0,0
Alabama,2022-08-07,207537233.1,2022,8,31,3,221654891.4,220358695.3,207976102.9,214349683.22500002,5872329.473880497,0,0
Alabama,2022-08-14,224323609.9,2022,8,32,3,207537233.1,220100179.0,180918293.4,217238105.00000003,7462448.42005901,0,0
Alabama,2022-08-21,215153556.3,2022,8,33,3,224323609.9,223454856.75,177754218.7,217167322.675,7486534.582033916,0,0
Alabama,2022-08-28,215670829.2,2022,8,34,3,215153556.3,226809534.5,179630072.6,215671307.12500003,6862787.8130227355,0,0
Alabama,2022-09-04,178676923.60000002,2022,9,35,3,215670829.2,212769922.8,179002838.5,208456229.75000003,20293557.727690954,0,0
Alabama,2022-09-11,211016006.4,2022,9,36,3,178676923.60000002,215436685.6,399817589.1,205129328.87500003,17757543.764893655,0,0
Alabama,2022-09-18,213270227.9,2022,9,37,3,211016006.4,221654891.4,178404182.10000002,204658496.77500004,17425015.080700334,0,0
Alabama,2022-09-25,215556915.6,2022,9,38,3,213270227.9,207537233.1,192108735.0,204630018.37500003,17401094.554244228,0,0
Alabama,2022-10-02,315439428.05,2022,10,39,4,215556915.6,224323609.9,200427369.5,238820644.4875,51112818.88567703,0,0
Alabama,2022-10-09,415321940.5,2022,10,40,4,315439428.05,215153556.3,421024034.6,289897128.01250005,96232256.68682519,0,0
Alabama,2022-10-16,204418180.9,2022,10,41,4,415321940.5,215670829.2,194303302.9,287684116.26250005,98653130.67460993,0,0
Alabama,2022-10-23,198480434.6,2022,10,42,4,204418180.9,178676923.60000002,195635388.9,283414996.01250005,103084726.91853249,0,0
Alabama,2022-10-30,194245501.6,2022,10,43,4,198480434.6,211016006.4,211697500.0,253116514.40000004,108217412.81015365,0,0
Alabama,2022-11-06,398958941.15,2022,11,44,4,194245501.6,213270227.9,227759611.1,249025764.56250003,100042493.55996038,0,0
Alabama,2022-11-13,603672380.7,2022,11,45,4,398958941.15,215556915.6,391833516.1,348839314.51250005,194900751.11551183,0,0
Alabama,2022-11-20,197053090.0,2022,11,46,4,603672380.7,315439428.05,197876829.3,348482478.3625001,195268758.56217393,0,0
Alabama,2022-11-27,192420636.6,2022,11,47,4,197053090.0,415321940.5,203794005.45,348026262.1125,195750764.2655479,0,0
Alabama,2022-12-04,201129562.05,2022,12,48,4,192420636.6,204418180.9,209711181.6,298568917.33750004,203433422.37546292,0,0
Alabama,2022-12-11,209838487.5,2022,12,49,4,201129562.05,198480434.6,208193476.8,200110444.03750002,7397161.240824177,0,0
Alabama,2022-12-18,200415284.1,2022,12,50,4,209838487.5,194245501.6,219547509.4,200950992.56250003,7119770.823320646,0,0
Alabama,2022-12-25,200741723.9,2022,12,51,4,200415284.1,398958941.15,212449962.2,203031264.38750002,4547530.714296701,0,0
Alabama,2023-01-01,184497797.3,2023,1,52,1,200741723.9,603672380.7,382887752.8,198873323.20000005,10531842.789378757,0,0
Alabama,2023-01-08,185021290.8,2023,1,1,1,184497797.3,197053090.0,197814663.4,192669024.02500004,9136552.925722653,0,0
Alabama,2023-01-15,185544784.3,2023,1,2,1,185021290.8,192420636.6,220358695.3,188951399.07500005,7871829.595205686,0,0
Alabama,2023-01-22,182246124.7,2023,1,3,1,185544784.3,201129562.05,220100179.0,184327499.27500004,1451924.1315261228,0,0
Alabama,2023-01-29,183105937.6,2023,1,4,1,182246124.7,209838487.5,223454856.75,183979534.35000002,1560250.4289923173,0,0
Alabama,2023-02-05,205535418.6,2023,2,5,1,183105937.6,200415284.1,226809534.5,189108066.30000004,11040330.213254748,0,0
Alabama,2023-02-12,198489558.4,2023,2,6,1,205535418.6,200741723.9,212769922.8,192344259.82500002,11533867.44821459,0,0
Alabama,2023-02-19,191443698.2,2023,2,7,1,198489558.4,184497797.3,215436685.6,194643653.20000005,9605209.239515888,0,0
Alabama,2023-02-26,199003416.0,2023,2,8,1,191443698.2,185021290.8,221654891.4,198618022.8,5758655.200097037,0,0
Alabama,2023-03-05,202957799.56666663,2023,3,9,1,199003416.0,185544784.3,207537233.1,197973618.0416667,4789175.18650843,0,0
Alabama,2023-03-12,206912183.13333333,2023,3,10,1,202957799.56666663,182246124.7,224323609.9,200079274.22500002,6600636.244488676,0,0
Alabama,2023-03-19,210866566.7,2023,3,11,1,206912183.13333333,183105937.6,215153556.3,204934991.35,5105087.232742918,0,0
Alabama,2023-03-26,202214026.2,2023,3,12,1,210866566.7,205535418.6,215670829.2,205737643.90000004,3992860.6166693163,0,0
Alabama,2023-04-02,202520030.96666667,2023,4,13,2,202214026.2,198489558.4,178676923.60000002,205628201.75,4099040.3692754037,0,0
Alabama,2023-04-09,202826035.73333332,2023,4,14,2,202520030.96666667,191443698.2,211016006.4,204606664.9,4180740.4406169574,0,0
Alabama,2023-04-16,203132040.5,2023,4,15,2,202826035.73333332,199003416.0,213270227.9,202673033.35000002,395050.45510592917,0,0
Alabama,2023-04-23,206852538.6,2023,4,16,2,203132040.5,202957799.56666663,215556915.6,203832661.45000002,2028695.9552076722,0,0
Alabama,2023-04-30,211451722.7,2023,4,17,2,206852538.6,206912183.13333333,315439428.05,206065584.38333338,4030307.6010267967,0,0
Alabama,2023-05-07,401783926.4,2023,5,18,2,211451722.7,210866566.7,415321940.5,255805057.05,97378718.24264549,0,0
Alabama,2023-05-14,381538298.7222223,2023,5,19,2,401783926.4,202214026.2,204418180.9,300406621.6055556,105711947.36240712,0,0
Alabama,2023-05-21,361292671.0444445,2023,5,20,2,381538298.7222223,202520030.96666667,198480434.6,339016654.7166667,86634968.66615523,0,0
Alabama,2023-05-28,341047043.3666667,2023,5,21,2,361292671.0444445,202826035.73333332,194245501.6,371415484.8833334,26136992.943185173,0,0
Alabama,2023-06-04,320801415.6888889,2023,6,22,2,341047043.3666667,203132040.5,398958941.15,351169857.2055557,26136992.943185046,0,0
Alabama,2023-06-11,300555788.01111114,2023,6,23,2,320801415.6888889,206852538.6,603672380.7,330924229.52777785,26136992.94318486,0,0
Alabama,2023-06-18,280310160.3333334,2023,6,24,2,300555788.01111114,211451722.7,197053090.0,310678601.85,26136992.9431847,0,0
Alabama,2023-06-25,260064532.65555555,2023,6,25,2,280310160.3333334,401783926.4,192420636.6,290432974.17222226,26136992.9431846,0,0
Alabama,2023-07-02,239818904.97777775,2023,7,26,3,260064532.65555555,381538298.7222223,201129562.05,270187346.4944445,26136992.943184495,0,0
Alabama,2023-07-09,219573277.3,2023,7,27,3,239818904.97777775,361292671.0444445,209838487.5,249941718.8166667,26136992.943184335,0,0
Alabama,2023-07-16,211302494.875,2023,7,28,3,219573277.3,341047043.3666667,200415284.1,232689802.45208335,21830102.412318427,0,0
Alabama,2023-07-23,203031712.45,2023,7,29,3,211302494.875,320801415.6888889,200741723.9,218431597.4006945,15776574.593426932,0,0
Alabama,2023-07-30,194760930.025,2023,7,30,3,203031712.45,300555788.01111114,184497797.3,207167103.66250002,10677534.197378993,0,0
Alabama,2023-08-06,186490147.6,2023,8,31,3,194760930.025,280310160.3333334,185021290.8,198896321.23750004,10677534.197378866,0,0
Alabama,2023-08-13,189661264.46,2023,8,32,3,186490147.6,260064532.65555555,185544784.3,193486013.63375002,7218416.850890258,0,0
Alabama,2023-08-20,192832381.32,2023,8,33,3,189661264.46,239818904.97777775,182246124.7,190936180.85125002,3633955.876443851,0,0
Alabama,2023-08-27,196003498.18,2023,8,34,3,192832381.32,219573277.3,183105937.6,191246822.89000005,4093894.2625580197,0,0
