State,Date,Total
Alabama,2019-01-13,109574036.0
Alabama,2019-01-20,109864599.08888888
Alabama,2019-01-27,110155162.17777778
Alabama,2019-02-03,110445725.26666667
Alabama,2019-02-10,110736288.35555555
Alabama,2019-02-17,111026851.44444445
Alabama,2019-02-24,111317414.53333333
Alabama,2019-03-03,111607977.62222221
Alabama,2019-03-10,111898540.71111111
Alabama,2019-03-17,112189103.8
Alabama,2019-03-24,113490459.6923077
Alabama,2019-03-31,114791815.58461538
Alabama,2019-04-07,116093171.47692308
Alabama,2019-04-14,117394527.36923076
Alabama,2019-04-21,118695883.26153846
Alabama,2019-04-28,119997239.15384616
Alabama,2019-05-05,121298595.04615384
Alabama,2019-05-12,122599950.93846154
Alabama,2019-05-19,123901306.83076924
Alabama,2019-05-26,125202662.72307692
Alabama,2019-06-02,126504018.61538462
Alabama,2019-06-09,127805374.5076923
Alabama,2019-06-16,129106730.4
Alabama,2019-06-23,126770840.77777778
Alabama,2019-06-30,124434951.15555556
Alabama,2019-07-07,122099061.53333333
Alabama,2019-07-14,119763171.91111112
Alabama,2019-07-21,117427282.28888889
Alabama,2019-07-28,115091392.66666667
Alabama,2019-08-04,112755503.04444444
Alabama,2019-08-11,110419613.42222223
Alabama,2019-08-18,108083723.8
Alabama,2019-08-25,123912658.14999999
Alabama,2019-09-01,139741592.5
Alabama,2019-09-08,155570526.85
Alabama,2019-09-15,171399461.2
Alabama,2019-09-22,187228395.55
Alabama,2019-09-29,203057329.89999998
Alabama,2019-10-06,218886264.25
Alabama,2019-10-13,234715198.6
Alabama,2019-10-20,116218908.89999999
Alabama,2019-10-27,109968010.6
Alabama,2019-11-03,109664143.73333333
Alabama,2019-11-10,109360276.86666666
Alabama,2019-11-17,109056410.0
Alabama,2019-11-24,113040422.1
Alabama,2019-12-01,111536433.53333333
Alabama,2019-12-08,110032444.96666667
Alabama,2019-12-15,108528456.4
Alabama,2019-12-22,116541575.0
Alabama,2019-12-29,106949922.2
Alabama,2020-01-05,116651493.0
Alabama,2020-01-12,120522113.9
Alabama,2020-01-19,105904865.60000001
Alabama,2020-01-26,106265736.60000001
Alabama,2020-02-02,108358279.6
Alabama,2020-02-09,131945461.10000001
Alabama,2020-02-16,107397612.3
Alabama,2020-02-23,107801054.30000001
Alabama,2020-03-01,117933592.6
Alabama,2020-03-08,128066130.89999999
Alabama,2020-03-15,132632134.0
Alabama,2020-03-22,127145065.2
Alabama,2020-03-29,116657084.0
Alabama,2020-04-05,125185357.0
Alabama,2020-04-12,133713630.0
Alabama,2020-04-19,117742073.2
Alabama,2020-04-26,118114595.0
Alabama,2020-05-03,104239954.19999999
Alabama,2020-05-10,261674212.40000004
Alabama,2020-05-17,130340051.0
Alabama,2020-05-24,134708618.7
Alabama,2020-05-31,129887876.9
Alabama,2020-06-07,257650038.8
Alabama,2020-06-14,385412200.7
Alabama,2020-06-21,133712552.30000001
Alabama,2020-06-28,132320128.4
Alabama,2020-07-05,132312334.60000001
Alabama,2020-07-12,132304540.80000001
Alabama,2020-07-19,133548791.3
Alabama,2020-07-26,132657648.5
Alabama,2020-08-02,126049741.45
Alabama,2020-08-09,119441834.4
Alabama,2020-08-16,258783177.5
Alabama,2020-08-23,131642694.8
Alabama,2020-08-30,128713002.0
Alabama,2020-09-06,109022481.6
Alabama,2020-09-13,272214323.0
Alabama,2020-09-20,129079259.8
Alabama,2020-09-27,127614100.1
Alabama,2020-10-04,127760093.55
Alabama,2020-10-11,127906087.0
Alabama,2020-10-18,122464549.6
Alabama,2020-10-25,121301024.5
Alabama,2020-11-01,162920025.73333332
Alabama,2020-11-08,204539026.96666664
Alabama,2020-11-15,246158028.2
Alabama,2020-11-22,124645965.39999999
Alabama,2020-11-29,118491656.0
Alabama,2020-12-06,226223807.29999998
Alabama,2020-12-13,246302484.10000002
Alabama,2020-12-20,122244235.89999999
Alabama,2020-12-27,115522663.3
Alabama,2021-01-03,130809380.5
Alabama,2021-01-10,146096097.7
Alabama,2021-01-17,115816663.9
Alabama,2021-01-24,113870547.8
Alabama,2021-01-31,115802737.5
Alabama,2021-02-07,134697460.0
Alabama,2021-02-14,115644582.39999999
Alabama,2021-02-21,112186374.5
Alabama,2021-02-28,124158003.39999999
Alabama,2021-03-07,115331048.0
Alabama,2021-03-14,347176075.29999995
Alabama,2021-03-21,138119750.0
Alabama,2021-03-28,124801755.5
Alabama,2021-04-04,131843894.8
Alabama,2021-04-11,150209238.5
Alabama,2021-04-18,126192681.60000001
Alabama,2021-04-25,127348327.7
Alabama,2021-05-02,138120530.65
Alabama,2021-05-09,148892733.6
Alabama,2021-05-16,316063089.1
Alabama,2021-05-23,140446890.20000002
Alabama,2021-05-30,139935910.6
Alabama,2021-06-06,140893518.3
Alabama,2021-06-13,137083191.8
Alabama,2021-06-20,144489981.4
Alabama,2021-06-27,140720825.5
Alabama,2021-07-04,243751207.0
Alabama,2021-07-11,184678476.5
Alabama,2021-07-18,143840884.1
Alabama,2021-07-25,143718288.10000002
Alabama,2021-08-01,147757455.35000002
Alabama,2021-08-08,151796622.6
Alabama,2021-08-15,149096387.5
Alabama,2021-08-22,142623393.4
Alabama,2021-08-29,140962322.6
Alabama,2021-09-05,136554063.70000002
Alabama,2021-09-12,135175990.35000002
Alabama,2021-09-19,133797917.0
Alabama,2021-09-26,133378009.3
Alabama,2021-10-03,117780959.3
Alabama,2021-10-10,198855812.3
Alabama,2021-10-17,195850754.5
Alabama,2021-10-24,189687421.9
Alabama,2021-10-31,189048084.9
Alabama,2021-11-07,263789755.2
Alabama,2021-11-14,184911321.39999998
Alabama,2021-11-21,190608740.7
Alabama,2021-11-28,177133617.3
Alabama,2021-12-05,250598852.1
Alabama,2021-12-12,324064086.9
Alabama,2021-12-19,189045386.7
Alabama,2021-12-26,183210806.39999998
Alabama,2022-01-02,195593454.64999998
Alabama,2022-01-09,207976102.9
Alabama,2022-01-16,180918293.4
Alabama,2022-01-23,177754218.7
Alabama,2022-01-30,179630072.6
Alabama,2022-02-06,179002838.5
Alabama,2022-02-13,399817589.1
Alabama,2022-02-20,178404182.10000002
Alabama,2022-02-27,192108734.99999997
Alabama,2022-03-06,200427369.5
Alabama,2022-03-13,421024034.59999996
Alabama,2022-03-20,194303302.9
Alabama,2022-03-27,195635388.89999998
Alabama,2022-04-03,211697500.0
Alabama,2022-04-10,227759611.10000002
Alabama,2022-04-17,391833516.1
Alabama,2022-04-24,197876829.3
Alabama,2022-05-01,203794005.45
Alabama,2022-05-08,209711181.6
Alabama,2022-05-15,208193476.8
Alabama,2022-05-22,219547509.4
Alabama,2022-05-29,212449962.2
Alabama,2022-06-05,382887752.8
Alabama,2022-06-12,197814663.39999998
Alabama,2022-06-19,220358695.29999998
Alabama,2022-06-26,220100178.99999997
Alabama,2022-07-03,223454856.75
Alabama,2022-07-10,226809534.5
Alabama,2022-07-17,212769922.8
Alabama,2022-07-24,215436685.6
Alabama,2022-07-31,221654891.4
Alabama,2022-08-07,207537233.1
Alabama,2022-08-14,224323609.89999998
Alabama,2022-08-21,215153556.3
Alabama,2022-08-28,215670829.20000002
Alabama,2022-09-04,178676923.60000002
Alabama,2022-09-11,211016006.4
Alabama,2022-09-18,213270227.9
Alabama,2022-09-25,215556915.6
Alabama,2022-10-02,315439428.05
Alabama,2022-10-09,415321940.5
Alabama,2022-10-16,204418180.9
Alabama,2022-10-23,198480434.59999996
Alabama,2022-10-30,194245501.60000002
Alabama,2022-11-06,398958941.15000004
Alabama,2022-11-13,603672380.7
Alabama,2022-11-20,197053090.0
Alabama,2022-11-27,192420636.6
Alabama,2022-12-04,201129562.05
Alabama,2022-12-11,209838487.5
Alabama,2022-12-18,200415284.1
Alabama,2022-12-25,200741723.89999998
Alabama,2023-01-01,184497797.3
Alabama,2023-01-08,185021290.8
Alabama,2023-01-15,185544784.3
Alabama,2023-01-22,182246124.7
Alabama,2023-01-29,183105937.6
Alabama,2023-02-05,205535418.60000002
Alabama,2023-02-12,198489558.4
Alabama,2023-02-19,191443698.2
Alabama,2023-02-26,199003415.99999997
Alabama,2023-03-05,202957799.56666663
Alabama,2023-03-12,206912183.13333333
Alabama,2023-03-19,210866566.7
Alabama,2023-03-26,202214026.20000002
Alabama,2023-04-02,202520030.96666667
Alabama,2023-04-09,202826035.73333335
Alabama,2023-04-16,203132040.5
Alabama,2023-04-23,206852538.60000002
Alabama,2023-04-30,211451722.70000002
Alabama,2023-05-07,401783926.40000004
Alabama,2023-05-14,381538298.72222227
Alabama,2023-05-21,361292671.04444444
Alabama,2023-05-28,341047043.3666667
Alabama,2023-06-04,320801415.6888889
Alabama,2023-06-11,300555788.01111114
Alabama,2023-06-18,280310160.3333334
Alabama,2023-06-25,260064532.65555555
Alabama,2023-07-02,239818904.97777778
Alabama,2023-07-09,219573277.3
Alabama,2023-07-16,211302494.875
Alabama,2023-07-23,203031712.45
Alabama,2023-07-30,194760930.025
Alabama,2023-08-06,186490147.6
Alabama,2023-08-13,189661264.46
Alabama,2023-08-20,192832381.32
Alabama,2023-08-27,196003498.18
Alabama,2023-09-03,199174615.04
Alabama,2023-09-10,202345731.9
Alabama,2023-09-17,219725713.15
Alabama,2023-09-24,237105694.4
Alabama,2023-10-01,254485675.65000004
Alabama,2023-10-08,271865656.90000004
Alabama,2023-10-15,289245638.15000004
Alabama,2023-10-22,306625619.40000004
Alabama,2023-10-29,324005600.65000004
Alabama,2023-11-05,341385581.90000004
Alabama,2023-11-12,358765563.15000004
Alabama,2023-11-19,376145544.40000004
Alabama,2023-11-26,393525525.65000004
Alabama,2023-12-03,410905506.90000004
Arizona,2019-01-13,109101594.60000001
Arizona,2019-01-20,109804101.72222222
Arizona,2019-01-27,110506608.84444445
Arizona,2019-02-03,111209115.96666667
Arizona,2019-02-10,111911623.0888889
Arizona,2019-02-17,112614130.21111111
Arizona,2019-02-24,113316637.33333334
Arizona,2019-03-03,114019144.45555556
Arizona,2019-03-10,114721651.57777779
Arizona,2019-03-17,115424158.7
Arizona,2019-03-24,115766745.66923077
Arizona,2019-03-31,116109332.63846155
Arizona,2019-04-07,116451919.60769232
Arizona,2019-04-14,116794506.57692307
Arizona,2019-04-21,117137093.54615384
Arizona,2019-04-28,117479680.51538461
Arizona,2019-05-05,117822267.48461539
Arizona,2019-05-12,118164854.45384616
Arizona,2019-05-19,118507441.42307693
Arizona,2019-05-26,118850028.39230768
Arizona,2019-06-02,119192615.36153845
Arizona,2019-06-09,119535202.33076923
Arizona,2019-06-16,119877789.3
Arizona,2019-06-23,118825270.16666666
Arizona,2019-06-30,117772751.03333333
Arizona,2019-07-07,116720231.89999999
Arizona,2019-07-14,115667712.76666667
Arizona,2019-07-21,114615193.63333333
Arizona,2019-07-28,113562674.5
Arizona,2019-08-04,112510155.36666666
Arizona,2019-08-11,111457636.23333332
Arizona,2019-08-18,110405117.1
Arizona,2019-08-25,126342976.7875
Arizona,2019-09-01,142280836.475
Arizona,2019-09-08,158218696.1625
Arizona,2019-09-15,174156555.85
Arizona,2019-09-22,190094415.5375
Arizona,2019-09-29,206032275.225
Arizona,2019-10-06,221970134.9125
Arizona,2019-10-13,237907994.6
Arizona,2019-10-20,116127753.8
Arizona,2019-10-27,115216831.39999999
Arizona,2019-11-03,115641546.6
Arizona,2019-11-10,116066261.8
Arizona,2019-11-17,116490977.0
Arizona,2019-11-24,114640798.30000001
Arizona,2019-12-01,113225639.06666668
Arizona,2019-12-08,111810479.83333333
Arizona,2019-12-15,110395320.6
Arizona,2019-12-22,117291973.5
Arizona,2019-12-29,108536780.4
Arizona,2020-01-05,118349205.6
Arizona,2020-01-12,123994824.2
Arizona,2020-01-19,110294021.9
Arizona,2020-01-26,109185129.2
Arizona,2020-02-02,115328264.30000001
Arizona,2020-02-09,135907143.5
Arizona,2020-02-16,110562941.7
Arizona,2020-02-23,110993229.1
Arizona,2020-03-01,122929012.85
Arizona,2020-03-08,134864796.6
Arizona,2020-03-15,139557887.4
Arizona,2020-03-22,135979843.39999998
Arizona,2020-03-29,119847336.0
Arizona,2020-04-05,126176636.65
Arizona,2020-04-12,132505937.30000001
Arizona,2020-04-19,125902822.2
Arizona,2020-04-26,127294783.0
Arizona,2020-05-03,109641290.89999999
Arizona,2020-05-10,270116093.2
Arizona,2020-05-17,130942704.6
Arizona,2020-05-24,131535234.89999999
Arizona,2020-05-31,131413795.10000001
Arizona,2020-06-07,264768805.35000002
Arizona,2020-06-14,398123815.6
Arizona,2020-06-21,134529099.4
Arizona,2020-06-28,135096231.10000002
Arizona,2020-07-05,136727796.95000002
Arizona,2020-07-12,138359362.8
Arizona,2020-07-19,135991552.6
Arizona,2020-07-26,132190420.9
Arizona,2020-08-02,130087932.55000001
Arizona,2020-08-09,127985444.2
Arizona,2020-08-16,270271800.1
Arizona,2020-08-23,135396922.10000002
Arizona,2020-08-30,135895402.9
Arizona,2020-09-06,111821589.7
Arizona,2020-09-13,272143295.2
Arizona,2020-09-20,130208124.9
Arizona,2020-09-27,127220753.8
Arizona,2020-10-04,131624639.15
Arizona,2020-10-11,136028524.5
Arizona,2020-10-18,130530705.5
Arizona,2020-10-25,125675791.7
Arizona,2020-11-01,169413309.36666667
Arizona,2020-11-08,213150827.03333333
Arizona,2020-11-15,256888344.7
Arizona,2020-11-22,126324974.6
Arizona,2020-11-29,119295867.89999999
Arizona,2020-12-06,234075069.6
Arizona,2020-12-13,256763994.39999998
Arizona,2020-12-20,123308775.5
Arizona,2020-12-27,117662825.2
Arizona,2021-01-03,131162678.35
Arizona,2021-01-10,144662531.5
Arizona,2021-01-17,123411182.9
Arizona,2021-01-24,118460351.10000001
Arizona,2021-01-31,119030150.7
Arizona,2021-02-07,144090338.5
Arizona,2021-02-14,123255297.4
Arizona,2021-02-21,122351716.69999999
Arizona,2021-02-28,124760493.7
Arizona,2021-03-07,119728725.19999999
Arizona,2021-03-14,351183330.8
Arizona,2021-03-21,144705320.5
Arizona,2021-03-28,125617567.8
Arizona,2021-04-04,140912771.70000002
Arizona,2021-04-11,155493045.0
Arizona,2021-04-18,134735709.4
Arizona,2021-04-25,139157806.0
Arizona,2021-05-02,147261983.1
Arizona,2021-05-09,155366160.2
Arizona,2021-05-16,334133435.6
Arizona,2021-05-23,146832910.9
Arizona,2021-05-30,149964412.1
Arizona,2021-06-06,153270396.0
Arizona,2021-06-13,152816610.70000002
Arizona,2021-06-20,154949376.2
Arizona,2021-06-27,147305127.3
Arizona,2021-07-04,263072289.3
Arizona,2021-07-11,201120666.9
Arizona,2021-07-18,146199273.8
Arizona,2021-07-25,140495761.29999998
Arizona,2021-08-01,147421388.2
Arizona,2021-08-08,154347015.1
Arizona,2021-08-15,149953473.10000002
Arizona,2021-08-22,146414999.70000002
Arizona,2021-08-29,147911738.1
Arizona,2021-09-05,152933490.9
Arizona,2021-09-12,150725268.7
Arizona,2021-09-19,148517046.5
Arizona,2021-09-26,143876041.6
Arizona,2021-10-03,121976001.2
Arizona,2021-10-10,201963815.2
Arizona,2021-10-17,197141586.79999998
Arizona,2021-10-24,195856139.9
Arizona,2021-10-31,194283831.3
Arizona,2021-11-07,288813442.2
Arizona,2021-11-14,196009266.2
Arizona,2021-11-21,199577574.0
Arizona,2021-11-28,184063173.8
Arizona,2021-12-05,261011712.04999998
Arizona,2021-12-12,337960250.29999995
Arizona,2021-12-19,191792531.8
Arizona,2021-12-26,187019454.4
Arizona,2022-01-02,198682995.6
Arizona,2022-01-09,210346536.79999998
Arizona,2022-01-16,190506027.8
Arizona,2022-01-23,184460686.79999998
Arizona,2022-01-30,184840307.1
Arizona,2022-02-06,182124830.9
Arizona,2022-02-13,407891589.9
Arizona,2022-02-20,186140485.6
Arizona,2022-02-27,191804855.70000002
Arizona,2022-03-06,216587578.0
Arizona,2022-03-13,429620124.1
Arizona,2022-03-20,203135958.2
Arizona,2022-03-27,204330836.5
Arizona,2022-04-03,218644661.89999998
Arizona,2022-04-10,232958487.29999998
Arizona,2022-04-17,413519253.8
Arizona,2022-04-24,207194455.8
Arizona,2022-05-01,214330458.9
Arizona,2022-05-08,221466462.0
Arizona,2022-05-15,215137302.1
Arizona,2022-05-22,215304100.4
Arizona,2022-05-29,219462134.1
Arizona,2022-06-05,396158808.79999995
Arizona,2022-06-12,212352076.00000003
Arizona,2022-06-19,224705587.29999998
Arizona,2022-06-26,215666630.00000003
Arizona,2022-07-03,220813832.70000002
Arizona,2022-07-10,225961035.4
Arizona,2022-07-17,218623208.29999998
Arizona,2022-07-24,213178650.3
Arizona,2022-07-31,211959850.9
Arizona,2022-08-07,219329549.1
Arizona,2022-08-14,220700930.1
Arizona,2022-08-21,215522849.1
Arizona,2022-08-28,222686060.39999998
Arizona,2022-09-04,187226998.1
Arizona,2022-09-11,218976018.5
Arizona,2022-09-18,218387231.4
Arizona,2022-09-25,211204050.2
Arizona,2022-10-02,325459390.29999995
Arizona,2022-10-09,439714730.4
Arizona,2022-10-16,211117837.39999998
Arizona,2022-10-23,206019098.1
Arizona,2022-10-30,203716151.29999998
Arizona,2022-11-06,419811204.1
Arizona,2022-11-13,635906256.9
Arizona,2022-11-20,206468807.0
Arizona,2022-11-27,200179529.7
Arizona,2022-12-04,214569833.5
Arizona,2022-12-11,228960137.29999998
Arizona,2022-12-18,204225386.70000002
Arizona,2022-12-25,206642209.69999996
Arizona,2023-01-01,188408489.6
Arizona,2023-01-08,193858505.1
Arizona,2023-01-15,199308520.6
Arizona,2023-01-22,191351463.50000003
Arizona,2023-01-29,193432651.5
Arizona,2023-02-05,215603137.5
Arizona,2023-02-12,207885912.45
Arizona,2023-02-19,200168687.4
Arizona,2023-02-26,201565059.0
Arizona,2023-03-05,210298711.8
Arizona,2023-03-12,219032364.6
Arizona,2023-03-19,227766017.4
Arizona,2023-03-26,207113291.6
Arizona,2023-04-02,212415973.53333333
Arizona,2023-04-09,217718655.4666667
Arizona,2023-04-16,223021337.40000004
Arizona,2023-04-23,220557322.8
Arizona,2023-04-30,231156458.4
Arizona,2023-05-07,419911917.70000005
Arizona,2023-05-14,399977866.88888896
Arizona,2023-05-21,380043816.0777778
Arizona,2023-05-28,360109765.2666667
Arizona,2023-06-04,340175714.45555556
Arizona,2023-06-11,320241663.64444447
Arizona,2023-06-18,300307612.8333334
Arizona,2023-06-25,280373562.0222223
Arizona,2023-07-02,260439511.21111113
Arizona,2023-07-09,240505460.4
Arizona,2023-07-16,229036367.925
Arizona,2023-07-23,217567275.45
Arizona,2023-07-30,206098182.97499996
Arizona,2023-08-06,194629090.49999997
Arizona,2023-08-13,201573759.33999997
Arizona,2023-08-20,208518428.17999998
Arizona,2023-08-27,215463097.01999998
Arizona,2023-09-03,222407765.86
Arizona,2023-09-10,229352434.70000002
Arizona,2023-09-17,247462804.50833336
Arizona,2023-09-24,265573174.31666666
Arizona,2023-10-01,283683544.125
Arizona,2023-10-08,301793913.93333334
Arizona,2023-10-15,319904283.7416667
Arizona,2023-10-22,338014653.55
Arizona,2023-10-29,356125023.35833335
Arizona,2023-11-05,374235393.1666666
Arizona,2023-11-12,392345762.975
Arizona,2023-11-19,410456132.7833333
Arizona,2023-11-26,428566502.59166664
Arizona,2023-12-03,446676872.4
Arkansas,2019-01-13,58049432.2
Arkansas,2019-01-20,58105169.344444446
Arkansas,2019-01-27,58160906.48888889
Arkansas,2019-02-03,58216643.63333333
Arkansas,2019-02-10,58272380.777777776
Arkansas,2019-02-17,58328117.92222223
Arkansas,2019-02-24,58383855.06666667
Arkansas,2019-03-03,58439592.21111111
Arkansas,2019-03-10,58495329.35555556
Arkansas,2019-03-17,58551066.5
Arkansas,2019-03-24,59227893.307692304
Arkansas,2019-03-31,59904720.115384616
Arkansas,2019-04-07,60581546.92307692
Arkansas,2019-04-14,61258373.73076923
Arkansas,2019-04-21,61935200.538461536
Arkansas,2019-04-28,62612027.34615385
Arkansas,2019-05-05,63288854.15384615
Arkansas,2019-05-12,63965680.961538464
Arkansas,2019-05-19,64642507.76923077
Arkansas,2019-05-26,65319334.57692308
Arkansas,2019-06-02,65996161.384615384
Arkansas,2019-06-09,66672988.192307696
Arkansas,2019-06-16,67349815.0
Arkansas,2019-06-23,66433309.48888889
Arkansas,2019-06-30,65516803.97777778
Arkansas,2019-07-07,64600298.46666667
Arkansas,2019-07-14,63683792.95555556
Arkansas,2019-07-21,62767287.44444445
Arkansas,2019-07-28,61850781.93333333
Arkansas,2019-08-04,60934276.42222222
Arkansas,2019-08-11,60017770.91111111
Arkansas,2019-08-18,59101265.4
Arkansas,2019-08-25,67110368.5625
Arkansas,2019-09-01,75119471.725
Arkansas,2019-09-08,83128574.8875
Arkansas,2019-09-15,91137678.05
Arkansas,2019-09-22,99146781.2125
Arkansas,2019-09-29,107155884.375
Arkansas,2019-10-06,115164987.5375
Arkansas,2019-10-13,123174090.7
Arkansas,2019-10-20,59248420.7
Arkansas,2019-10-27,57654429.7
Arkansas,2019-11-03,57858039.333333336
Arkansas,2019-11-10,58061648.96666667
Arkansas,2019-11-17,58265258.6
Arkansas,2019-11-24,59690104.199999996
Arkansas,2019-12-01,59138711.86666666
Arkansas,2019-12-08,58587319.53333333
Arkansas,2019-12-15,58035927.199999996
Arkansas,2019-12-22,61147230.4
Arkansas,2019-12-29,58290655.300000004
Arkansas,2020-01-05,61187919.900000006
Arkansas,2020-01-12,61173664.6
Arkansas,2020-01-19,56718755.8
Arkansas,2020-01-26,55036033.800000004
Arkansas,2020-02-02,58093735.4
Arkansas,2020-02-09,70280652.3
Arkansas,2020-02-16,56891695.800000004
Arkansas,2020-02-23,55979415.7
Arkansas,2020-03-01,60849158.75
Arkansas,2020-03-08,65718901.800000004
Arkansas,2020-03-15,69299261.8
Arkansas,2020-03-22,66672577.7
Arkansas,2020-03-29,59930918.1
Arkansas,2020-04-05,63890628.2
Arkansas,2020-04-12,67850338.3
Arkansas,2020-04-19,62510706.4
Arkansas,2020-04-26,63303777.0
Arkansas,2020-05-03,56942259.1
Arkansas,2020-05-10,140201998.1
Arkansas,2020-05-17,67059258.8
Arkansas,2020-05-24,69534675.3
Arkansas,2020-05-31,67420352.5
Arkansas,2020-06-07,134602031.1
Arkansas,2020-06-14,201783709.7
Arkansas,2020-06-21,70943346.3
Arkansas,2020-06-28,69082980.10000001
Arkansas,2020-07-05,69982932.6
Arkansas,2020-07-12,70882885.1
Arkansas,2020-07-19,71755452.19999999
Arkansas,2020-07-26,70313070.5
Arkansas,2020-08-02,66956260.150000006
Arkansas,2020-08-09,63599449.800000004
Arkansas,2020-08-16,136413841.39999998
Arkansas,2020-08-23,70270226.89999999
Arkansas,2020-08-30,69321236.8
Arkansas,2020-09-06,58021179.800000004
Arkansas,2020-09-13,142222137.1
Arkansas,2020-09-20,68622671.7
Arkansas,2020-09-27,64905092.0
Arkansas,2020-10-04,65815414.150000006
Arkansas,2020-10-11,66725736.300000004
Arkansas,2020-10-18,64996749.3
Arkansas,2020-10-25,62410736.4
Arkansas,2020-11-01,85202475.73333333
Arkansas,2020-11-08,107994215.06666666
Arkansas,2020-11-15,130785954.39999999
Arkansas,2020-11-22,64469134.6
Arkansas,2020-11-29,62518777.7
Arkansas,2020-12-06,121382622.7
Arkansas,2020-12-13,133977932.80000001
Arkansas,2020-12-20,63362784.599999994
Arkansas,2020-12-27,63040187.6
Arkansas,2021-01-03,69801878.55
Arkansas,2021-01-10,76563569.5
Arkansas,2021-01-17,61751788.5
Arkansas,2021-01-24,59692624.3
Arkansas,2021-01-31,60629838.0
Arkansas,2021-02-07,70271403.1
Arkansas,2021-02-14,63052100.0
Arkansas,2021-02-21,56331935.5
Arkansas,2021-02-28,65438139.6
Arkansas,2021-03-07,61067744.9
Arkansas,2021-03-14,178917305.8
Arkansas,2021-03-21,71996986.8
Arkansas,2021-03-28,64565241.0
Arkansas,2021-04-04,68515096.7
Arkansas,2021-04-11,80327966.2
Arkansas,2021-04-18,67525813.3
Arkansas,2021-04-25,67632913.5
Arkansas,2021-05-02,72403112.25
Arkansas,2021-05-09,77173311.0
Arkansas,2021-05-16,165249477.4
Arkansas,2021-05-23,71888897.9
Arkansas,2021-05-30,72688735.7
Arkansas,2021-06-06,73746656.1
Arkansas,2021-06-13,75043823.1
Arkansas,2021-06-20,78781472.0
Arkansas,2021-06-27,74788922.2
Arkansas,2021-07-04,130200256.4
Arkansas,2021-07-11,98227444.3
Arkansas,2021-07-18,77954785.8
Arkansas,2021-07-25,76727707.1
Arkansas,2021-08-01,76758103.3
Arkansas,2021-08-08,76788499.5
Arkansas,2021-08-15,78200291.60000001
Arkansas,2021-08-22,75360901.6
Arkansas,2021-08-29,76041638.5
Arkansas,2021-09-05,71602055.80000001
Arkansas,2021-09-12,73132061.80000001
Arkansas,2021-09-19,74662067.8
Arkansas,2021-09-26,70631842.19999999
Arkansas,2021-10-03,62054714.199999996
Arkansas,2021-10-10,104309748.19999999
Arkansas,2021-10-17,101130187.6
Arkansas,2021-10-24,98315875.9
Arkansas,2021-10-31,96518729.50000001
Arkansas,2021-11-07,145091076.79999998
Arkansas,2021-11-14,99626518.50000001
Arkansas,2021-11-21,100440189.2
Arkansas,2021-11-28,95547889.20000002
Arkansas,2021-12-05,134672518.7
Arkansas,2021-12-12,173797148.2
Arkansas,2021-12-19,99984093.69999999
Arkansas,2021-12-26,99759952.19999999
Arkansas,2022-01-02,101782523.04999998
Arkansas,2022-01-09,103805093.89999999
Arkansas,2022-01-16,98948579.5
Arkansas,2022-01-23,92112220.2
Arkansas,2022-01-30,94644193.20000002
Arkansas,2022-02-06,93380356.69999999
Arkansas,2022-02-13,209838069.1
Arkansas,2022-02-20,90819494.30000001
Arkansas,2022-02-27,99037114.9
Arkansas,2022-03-06,103811547.80000001
Arkansas,2022-03-13,222146007.9
Arkansas,2022-03-20,102381503.10000001
Arkansas,2022-03-27,99464637.10000001
Arkansas,2022-04-03,109203606.19999999
Arkansas,2022-04-10,118942575.29999998
Arkansas,2022-04-17,203854447.29999998
Arkansas,2022-04-24,100996169.10000001
Arkansas,2022-05-01,105026916.35000001
Arkansas,2022-05-08,109057663.60000001
Arkansas,2022-05-15,110749148.4
Arkansas,2022-05-22,110460401.70000002
Arkansas,2022-05-29,109863858.89999999
Arkansas,2022-06-05,199711726.90000004
Arkansas,2022-06-12,104366456.9
Arkansas,2022-06-19,117770997.19999999
Arkansas,2022-06-26,114411031.9
Arkansas,2022-07-03,115279995.60000001
Arkansas,2022-07-10,116148959.30000001
Arkansas,2022-07-17,114762338.9
Arkansas,2022-07-24,114581651.4
Arkansas,2022-07-31,114979801.60000001
Arkansas,2022-08-07,105764202.7
Arkansas,2022-08-14,118150218.69999999
Arkansas,2022-08-21,112180743.0
Arkansas,2022-08-28,113832343.8
Arkansas,2022-09-04,94532466.60000001
Arkansas,2022-09-11,112645109.0
Arkansas,2022-09-18,113416519.2
Arkansas,2022-09-25,110869551.89999999
Arkansas,2022-10-02,166678386.04999998
Arkansas,2022-10-09,222487220.2
Arkansas,2022-10-16,109648626.3
Arkansas,2022-10-23,105598574.80000001
Arkansas,2022-10-30,102518257.5
Arkansas,2022-11-06,213308242.64999998
Arkansas,2022-11-13,324098227.79999995
Arkansas,2022-11-20,104002356.5
Arkansas,2022-11-27,103751416.3
Arkansas,2022-12-04,107057475.65
Arkansas,2022-12-11,110363535.0
Arkansas,2022-12-18,104855819.60000001
Arkansas,2022-12-25,110014384.19999999
Arkansas,2023-01-01,96531611.8
Arkansas,2023-01-08,99009736.65
Arkansas,2023-01-15,101487861.5
Arkansas,2023-01-22,96226247.7
Arkansas,2023-01-29,98786791.39999999
Arkansas,2023-02-05,109455464.5
Arkansas,2023-02-12,105147756.35
Arkansas,2023-02-19,100840048.19999999
Arkansas,2023-02-26,102483062.80000001
Arkansas,2023-03-05,105583571.00000001
Arkansas,2023-03-12,108684079.2
